OBJECTID,FILE_NAME,ITEM_NAME,COMBINED_TITLE_KWS_CB,ACOUSTIC,AMBIENT,CLASSICAL,DANCEEDM,FUNK,HIPHOPRAP,HOLIDAY,JAZZ,POP,PRODUCTION,RBSOUL,ROCK,REGGAE,WORLD
62936283,062936283.wav,synth runner,"kso0104,synth runner,21st century, 70s, 80s, 90s, grind, house, runner, synth, wave, aggre ive, angry, big, bright, calm, chaotic, confident, cool, dark, discovery, disturbing, dreamy, driving, drum machine, energetic, epic, foreboding, futuristic, hard, heavy, high tech, industrial, intense, mechanical, mystical, ominous, peaceful, powerful, retro, scary, suspense, sweet, synthesiser, terror, uplifting, video game, stranger, things,a slow and building piece that is at home in a futuristic sci fi setting",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83104034,083104034.wav,corporate beauty - full mix short loop 8,"kca0700,corporate beauty   full mix short loop 8,110 bpm, achievement, advertising, ambient, background, beautiful, busine , calm, cello, cinematic, commercial, confident, corporate, documentary music, dramatic, drums, emotional, film, filmmaking, hopeful, inspirational, inspire, inspired, inspiring, instrumental, corporate upbeat, motivational, music, optimistic, orchestral, pa ionate, piano, positive, powerful, presentation, progre , romantic, soothing, corporate motivation, strings, succe , succe ful, triumphant, uplifting, upright ba , corporate music, violin, fab claxton, calming, dreamlike, idcore,a beautiful, calming arrangement featuring piano, strings, and light percu ion  soothing, inspirational, and romantic  would be perfect for corporate   busine , dramatic, commercial, and documentary uses",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
95939256,095939256.wav,synth magic,",synth magic,synth,bright,choppy,happy,percu ive,melodic,positive,magical,mechanical,hypnotic,hopeful,groovy,bright happy positive driving synth music",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27212168,027212168.wav,"summer breeze (wp) 04 alt3 (romantic, island, relaxed, peaceful)",",summer breeze  wp  04 alt3  romantic  island  relaxed  peaceful,60s, 70s, calm, cool, easy, flowing, island, pop, relaxing, slow, thoughtful, dining, family, holiday, medium slow tempo, optimistic, pensive, positive, reflective, relaxed, rhodes, road trip, romantic, slideshow, travel, vacation,this feel good pop piece brings back memories of the 1960s   transport your mood back 40 years with this relaxed and easy track  great for real estate, cooking shows, travel documentaries, or period pieces  r nto see all versions broadcast edits search on song title   summer breeze  wp   r n r nyou might also like a similar piece   goin  home  wp",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
100897507,100897507.wav,to podcast about diseases and disorders,"kso0102,to podcast about diseases and disorders,jingle, music, youtube, vimeo, podcast, advertising, background music, high tech, video, inspired, add, radio, tuning, intense, podcasting, podcasting app, podcasting news, podcasting busine , podcasting kit, podcasting music, podcasting sound, podcast intro music, intro music, good intro music, best intro music, cool intro music, wholesome, urban, travel, tension, suspense, strange, sultry, regal, reflective, foreboding, ominous, meditative, futuristic, hard,this song has been specially designed to serve as a background for podcast or radio program",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
62618849,062618849.wav,action epic trailer (without choir staccato) inspiring cinematic movie trailer,"kso0104,action epic trailer  without choir staccato  inspiring cinematic movie trailer,piano,achievement,action,adventure,background,big,blockbuster,bra ,choir,deeds,dramatic,energetic,epic,epic adventure,epic battle,epic choir,epic finale,epic intro,epic music,epic orchestra,epic romance,fantasy,film,heroic,hollywood,inspirational,inspire,inspired,intro,motivation,movie,orchestra,percu ion,pompous,power,powerful,reflective,rhythm,sad,solemn,soprano,strings,tension,titles,trailer,travel,uplifting,video game,war,warrior,beautiful, powerful, solemn and inspirational trailer  music is perfect for historical films, trailers, teasers, intro, games and many other projects",0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
954236,000954236.wav,zambita (30sec),,,,,,,,,,,,,,,
55634575,055634575.wav,legends of sea and land (no drums),"kso0103,legends of sea and land  no drums,adventure,adventurous,aggre ive,amazed,amazement,amazing,angry,big,bouncing,bouncy,captain jack sparrow,celebration,celebratory,epic,excited,exciting,fantastic,fantasy,grand,grandeur,great,happy,haunting,heavy,hero,heroes,heroic,heroism,historical,historical adventure,history,hollywood adventure,motivational,pirate,pirate chase,pirates,pirates of the caribbean,powerful,sailing,scary,seven seas,suspense,swashbuckling,tension,terror,valiant,victorious,victory,wonder,wonderment,a swashbuckling, fiesty and excited track with a fantasy  or pirates feel  this track e entially consists of two halves  the first part is a dramatic, dark, pensive and ominous orchestral track with a sneaky, foreboding feel  the second half kicks off into an exciting, rousing and celebratory pirates",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17266895,017266895.wav,epic trailer - into space,"kso0103,epic trailer   into space,action, aggre ive, angry, beat, big, bra , cello, choir, cool, dark, dramatic, drum machine, drums, eerie, energetic, epic, ethereal, futuristic, groovy, hard, hypnotic, industrial, inspirational, intense, mechanical, motivational, mystical, orchestra, pompous, proud, sopran, synthesizer, tension,this is a track from my album  dark epic trailer vol2   r nsuitable for cinematic trailer and action sequenzes",0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
70100518,070100518.wav,"winter retreats (contemplative, dramatic, uplifting, magical)","kso0102,winter retreats  contemplative  dramatic  uplifting  magical,achievement, bright, contemplative, discovery, dramatic, dreamy, ethereal, uplifting, soft, mystical, positive, hopeful, piano, synthesiser, vocals, drum machine, electric guitar, drums, confident, determined, proud, magical,a contemplative breathy open with distant elements and a hopeful rise to the end",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45288968,045288968.wav,indie rock and roll,"kso0102 kso0104,indie rock and roll,alternative rock, ba  guitar, busine , cheerful, cool, driving, drums, electric guitar, energetic, film, game, indie, inspiring, internet, live instrument, modern rock, motivating, podcast, positive energy, radio, rock, rock and roll, software, tv, web,exciting and driving indie rock audio featuring electric guitar, solo guitar, ba  guitar and drums  works great in commercials, advertising, web and internet use, radio, podcast among other media projects and live",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0
42229975,042229975.wav,running after you_30,",running after you 30,slow tempo, country rock, hip hop, groove, fiddle, mandolin, organ, percu ion, country, happy, rock, drums, ba , guitar, banjo, pedal steel, piano, upbeat, fun, positive, uplifting, motivational, confident, feel good, co, idcore,slow tempo, country rock, hip hop, groove, fiddle, mandolin, organ, percu ion, country",4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40626873,040626873.wav,along for the ride (30sec b),"kso0102,along for the ride  30sec b,advertising,atmospheric,calm,carefree,comforting,commercials,corporate,delicate,dreamy,easygoing,elegant,flowing,free,fresh,friendly,getaway,graceful,happy,heartwarming,heavenly,holiday,hopeful,hypnotic,inspiring,joyful,laid back,light,love,magical,meaningful,mellow,nostalgic,optimistic,peaceful,positive,reflective,relaxed,road trip,romance,romantic escape,scenic drive,sincere,soft,soothing,spacious,travel,uplifting,vacation,warm,wondrous,an easygoing and carefree, mellow instrumental with a dreamy soft rock style melody played over a relaxed, hypnotic groove  calm and comforting, featuring flowing acoustic rhythm and electric lead guitars, delicate piano lines, warm strings, light ba  and drums  creates an uplifting positive mood  r n r n john mayer, jack johnson, eric clapton, mark knopfler",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
92288306,092288306.aif,positive happy organic acoustic corporate background loop - 60-second,"kca0700 kso0102,positive happy organic acoustic corporate background loop   60 second,advertising, background, bright, catchy, cheerful, children, inspirational, leisurely, inspiring, joyful, kids, motivational, optimistic, organic, playful, positive, uplifting corporate, bouncy, casual, calm, every day, cheerful happy, documentary, festive, easy, ukulele, peaceful, nature, light, lively, relaxed, romantic, simple, wholesome, uplifting, travel, warm, video games, sweet, sincere, corporate, fresh, fun, happy, hopeful, innocent, corporate id identity logo, music loops, acoustic,feel good hopeful light acoustic ukelele, background music for youtube, documentary, games, advertisements    n n30 second, bumpers and sting versions available   n nperfect for kids   children, funny cat or animal videos, background music for youtube and advertising, corporate busine  id ident logo transitions  lead your audience to love your brand    easy edit points   n n  n nhopeful, positive pop with ukulele, warm, bright, energetic earthy, with light bells  develops as it progre es  soft drums, mellow light bells, electric ba , organic ukulele strums  sting ending   carefree happy background music   ukulele and bells  hopeful, bright positive corporate pop with acoustic ukulele,  happy advertising, sting ending",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,1.0
74165937,074165937.wav,hopeful day 60,"kso0102,hopeful day 60,mesmerizing,beautiful,bouncy,nice,pleasant,positive,happy,breezy,confident,sprite,upbeat,corporate,playful,friendly,vacation,traveling,frolic,adolescent,chipper,perky,easy listening,sparkling,sooth,smooth,sway,couples,jazzy,instrumental,groovy,groove,energized,commercial ad music,love,romance,romantic,relationships,candlelight,candles,buddies,bud,optimistic,light,jolly,simple,simplistic,campy,background,motivating,cheeky,60 second commercial ad music,a mesmerizing, soulful and beautiful easy listening jazz song featuring a smooth electric guitar melody  real horn section, groovy ba , powerful drums and synths makes you feel the day will work out fine  soulful, heartwarming and meaningful  good for any kind of light 60 second commercial, travel channel, car ad or film background",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0
33579038,033579038.wav,rocking beauty dnb,"kso0102 kca0700 kso0104,rocking beauty dnb,stadium rock, anthem, power, soaring,drums and ba ,hard rock, confidence, edgy, sporting event, skiing, grit, action, slamming, riff, skater, rocking, dirty, patriotic, flying, surfing, skydiving, parachute, parachuting, distortion, spirited, fun adventurous, bar, drinking, road trip, pounding, raw, vibrant, aggre ive, confident, blazing, gritty, dominant, adventure, big, motion, progre ive, uplifting,soaring power pop rock instrumental with huge real drums and groovy ba  only in this version  groovy, rocking, edgy, progre ive, melodic and soulful  beautiful and sweet with a heavy and powerful edge  great for a road movie, friends and pals  overall a good vibe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
45795751,045795751.wav,journey to the heart,"kso0101 kca0700 kso0104,journey to the heart,adventure,architecture,bridge,calm,cavern,church,clouds,corporate,countdown,danger,dark,deep  flying,desert,diving,dreamy,empty,figures,horror,human,ice,land,landscape,macro,memorial,mountain,photo,psychedelic,relaxation,season,an ambient thriller style soundscape  very atmospheric, dark, mysterious, and a little sinister  recorded on an acoustic yamaha grand piano",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9948742,009948742.wav,ice town energetic background electronica,"kso0103 kso0104,ice town energetic background electronica,technology, succe ful, busine , smart, ambient, positive, night, beautiful, orchestral, final, romantic, love, big, feelings, good, change, flying, racing, nature, sports, mountains, sky, wilderne , outdoors, action, film, winning, style, fashion, trendy, corporate, commercial, landscape, sweet, fantastic, huge, confident, cool, driving, elegant, funky, futuristic, high tech, inspirational, sexy, urban, uplifting, travel,cool, smart, sensual ,modern club dance track  builds with amazing string melody",0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
88398774,088398774.wav,acoustic band c maj 120 bpm loop 2-ic,"kca0700,acoustic band c maj 120 bpm loop 2 ic,americana, folk music, bright, every day, cheerful happy, easy, festive, fun, happy, hopeful, inspirational, motivational, joyful, light, nature, optimistic, patriotic, positive, proud, reflective, relaxed, sincere, southern, tranquil, travel, uplifting, wholesome, acoustic, country, down home, roots, western, guitar, mandolin, mandolins, guitars,acoustic roots ethnic folk americana music  suitable for concepts such as   travel, community, regional, holiday, vacation, traditional, musicians, real, life, enthusiast, heritage, stylistic, happy, upbeat, countryside, outdoors, landscape, honesty, instruments",6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
84348245,084348245.wav,chasing leroy (alternate mix 2) :60 b,",chasing leroy  alternate mix 2   60 b,cheerful happy, bouncy, bright, aggre ive, festive, funny, southern, playful, lively, square dance,stompin  high energy country western band  hot chickin  pickin  solos on mandolin, fiddle, banjo, and guitar  fast and rowdy  great for hoedowns and square dancing   helps any scene be a little more hillbilly  great for adding humor",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53138134,053138134.wav,cold mission,"kso0103 kso0100,cold mi ion,action track,android,big drums,big percu ion,chance,danger,dangerous,dark,dark hero,doom laden,dramatic,droid,fear,gloom,hazard,hybrid action,hybrid cinematic,hybrid orchestra,hybrid orchestral,insecurity,instability,intense,intensity,jeopardy,likelihood,machine,machine like,machines,mechanical,nerve,nervous,peril,perilousne ,po ibility,pounding percu ion,precariousne ,probability,prospect,risk,riskine ,sci fi,sci fi,science fiction,scifi,taiko drums,tense,tension,threat,threatening,uncertainty,a hybrid orchestral   electronic, cinematic film score type track  epic, soaring  foreboding and edgy  big drums, staccato synths and big orchestral bra   a heroic, determined and awe inspiring choir joins in from about 01 30  dramatic   tense",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
42713829,042713829.wav,endstation 30 (uac remix),"kso0102,endstation 30  uac remix,breakbeat, mellow, score music, trailer, movie score, cinema, film, film score, gaming, games, fun, video games, campaign, advertising, commercials, stingers, viral, adds, adverts, brand, branding, instrumental, non vocal, medium speed, medium tempo,suitable for tv film, games, advertising",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
44081345,044081345.wav,die section - can you trip on this s**t? (full song),"kso0103 kso0100 kso0104,die section   can you trip on this s  t   full song,2000s,21st century,80s,90s,aggre ive,angry,anxious,big,chaotic,cool,dark,determined,disturbing,dramatic,driving,drum machine,drums,epic,erotic,evil,foreboding,frantic,fun,futuristic,goth,groovy,hard,haunting,heavy,high tech,hip hop,hypnotic,industrial,intense,mechanical,ominous,pa ionate,poignant,powerful,repetitive,scary,sexy,sultry,synthesiser,techno,tension,terror,urban,electric guitar,vocals,full industrial metal, nu metal song from my early 2000s band  die section    has a big techno breakbeat drum n ba  bridge",0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
70772973,070772973.wav,pop rock presentation 15 sec mix,"kso0102,pop rock presentation 15 sec mix,pop,pop rock,indie pop,chart pop,singer songwriter pop,pop tracks,pop rock tracks,indie pop music,chart pop music,singer songwriter pop music,fun,energetic,uplifting,motivational,cheesy,cute,young,youth,music,tracks,instrumentals,cues,themes,style,indie pop rock music,indie pop rock songs,indie pop rock instrumentals,indie pop rock tracks,indie pop rock cues,indie pop rock sound,indie pop rock production music,indie pop rock library music,royalty free indie pop rock music,indie pop rock music for film,indie pop rock music for tv,indie pop rock music for radio,indie pop rock music for apps,indie pop rock music for video games,indie pop rock music for computer games,indie pop rock music for new media,groovy,drums,piano,organ,a muted guitar intro takes off on this piece, then soars into an upbeat and uptempo piece of positive busine  music  this track comes in a variety of edits, including full, alt, stinger, 15 second, 30 second and 60 second   an upbeat and uptempo piece of indie pop rock, great for that modern rocking pop sound of guitars, keyboards and cool drums  perfect for teenagers and youth culture, great for reality tv and documentaries, ideal for adverts, infomercials and commercials",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0
6802423,006802423.wav,prosperous (60 sec),"kso0103,prosperous  60 sec,succe ful, bright, fresh, uptempo, piano, lead, uplifting, feel good, instrumental, music, cheerful, stimulating, underscore, for, commercial, projects, presentation, financial, banking, merger, light, leading, succe , romantic, achievement, cheerful happy, determined, dreamy, driving, elegant, energetic, optimistic, positive, magical, inspirational, motivational, hopeful, high tech, energizing, good morning, happy day, prosperous, affluent, famous, wealth, renown, mellow, sunrise, day, news,succe ful and bright, fresh uptempo piano lead  60 seconds long of uplifting, stimulating and feel good instrumental music  cheerful, stimulating, driving underscore  for corporate, busine , commercial projects, presentations, financial, banking, and mergers  112 bpm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
64355545,064355545.wav,"unstoppable fun (upbeat, happy, pop-rock) - bed","kso0103,unstoppable fun  upbeat  happy  pop rock    bed,britpop,beach,bouncy,bright,buoyant,carefree,celebration,cheerful,uplifting alternative, indie rock,confident,determined,driving,drums,electric guitar,energetic,enthusiastic,pop punk,feel good,festive,friendly,fun,hammond organ,hand claps,happy,heavy,indie pop,innocent,joyful,lively,muse,onerepublic,optimistic,positive,proud,solid,sprightly,summer,sunshine,teen,uplifting alternative, ,upbeat,uplifting,youth, idcore,weighty and unstoppable, featuring heavy electric guitar, hand claps and hammond organ  bright, cheerful, determined and sets a lively mood  youth, teen, summer, sunshine, fun, celebration, teen friendly",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
31598133,031598133.wav,happy ukulele bossa,"kso0102,happy ukulele bo a,ukulele, ukelele, bo a, nova, percu ion, happy, positive, commercial, corporate, acoustic, sweet, bright, joyful, peppy, bouncy, background, busine , guitar, joy, modern, tv, ad, presentation, radio, sunny, uplifting, clap, snap, video, casual, every day, cheerful happy, energetic, fun, festive, playful, lively, light, motivational, inspirational, hopeful, wholesome,this sweet, peppy track combines grooving light percu ion with bright ukulele and acoustic guitar  perfect for all sorts of presentations, videos, and commercials",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
404036,000404036.mp3,secrets,",secrets,drone, atmospheric, building, futuristic, dramatic, anticipation, dark, drones, horror, haunting, foreboding, sinister, eerie, ominous, halloween, scary, sci fi, suspenseful,dark and atmospheric drones with textural swells create a sinister and foreboding mood",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88260827,088260827.wav,hope in the sky,"kso0102 kso0104,hope in the sky,electro,determined,melancholic,dramatic,dreamy,ethereal,pa ionate,nature,mournful,mellow,melancholy,motivational,inspirational,violin,orchestra,guitars,rock,delay,band,uplifting guitar track similar to what you see in documentaries",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46189684,046189684.mp3,short metal track (black/death/thrash metal style),"kso0102 kso0104,short metal track  black death thrash metal style,aggre ive,dark,melancholic,driving,eerie,evil,energetic,hard,groovy,haunting,heavy,industrial,motivational,powerful,melancholy,terror,urban,scary,ba  guitar,drums,electric guitar,metal,black metal,death metal,thrash metal,metal style,heavy guitar,distortion guitar,aggre ive sound,powerful sound,battle,battle scene,fight,fight scene,sports,action,criminal,gung,war,weapon,hate,evil riffs,darkne ,brutal,violence,angry,kill,maniac,maniacal,short powerful track in black death thrash metal style  very powerful and aggre ive sound  heavy distortion guitar, powerful ba  guitar and blast beat drums   perfect soundtrack for battle, sports and action scenes  other soundtrack you can find here https   zoneofsoundtracks bandcamp com releases",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0
11439495,011439495.mp3,streets of nyc,"kso0102,streets of nyc,taxi, driver, bernard, herrmann, movie, film, soundtrack, dark, danger, menace, angry, tense, tension, suspense, jazz, orchestral, cinematic, harsh, urban, sleazy, sex, robert, de, niro, crime, murder, pa ion, 70s, 60s, seventies, sixties, gritty, bad, score, quincy, jones, lalo, schfirin, cold, di onant,influenced by the taxi driver theme with menace, yearning, tension and sleaze all in there  starting with orchestral builds creating a dark, tense mood then leading to a cool, soothing jazz waltz before returning to the same cold, sinister theme",0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
63147821,063147821.wav,squaresville - playful jazz comedy (loop 1 background),"kca0700,squaresville   playful jazz comedy  loop 1 background,110 bpm, advertising, background, bouncy, busine , calm, casual, cheeky, cheerful, cheerful happy, children music, comedy, comedy music themes, commercial, confident, corporate, drums, easy, emotional, every day, film, filmmaking, fun, funny, happy, hopeful, inspirational, inspire, corporarte music, inspiring, instrumental, jazz drums, kids music, marketing, corporate motivation, music, news, optimistic, organ, piano, playful, positive, corporate upbeat, saxophone, sweet, trumpet, upbeat, uplifting, fab claxton, idcore,an innocent, playful song that s part retro 50s pop, part jazz, and all fun  features piano, upright ba , jazzy drums, an organ, trumpet and a saxophone  would be perfect for commercials, comedy, corporate   busine , kids  shows, or any scene that requires a happy, cheeky, laidback song",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0
62806483,062806483.wav,"dancing oompa loompas - happy, fun, electronic, hip hop, pop (15 sec background)","kct0116,dancing oompa loompas   happy  fun  electronic  hip hop  pop  15 sec background,98 bpm, advertising, alternative, background music, ba , bouncy, bright, busine , cheerful, commercial, confident, corporate, dance, drums, electricity, electronic, energetic, fashion, filmmaking, fun, funky, groovy, guitar, happy, hip hop, hopeful, indie, inspirational, instrumental, motivational, music, news, optimistic, party, playful, pop rock, positive, powerful, presentation, quirky, retro, riff, rock, upbeat, uplifting, fab claxton, idcore,a bouncy, upbeat alternative hip hop track with a modern twist   big acoustic drums blended into ma ive sampled drums, a funky ba line, piano, weird sci fi synth sounds, and some groovy percu ion  perfect for sports, parties, film, commercials",1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
80005147,080005147.wav,papartida (no leads),"kmi0001,papartida  no leads,fun, reggaeton, tropical, party, club, beach, latin, alcohol, dance, gym, exercise, groove, edm, sun, daddy yankee, don omar, pitbull, fitne , lifestyle, billboard, entertainment, modeling, fashion, zumba, e news, reality show, kardashians, red carpet, paparazzi, lively, carribean, cruise, rave, ibiza, adventurous, exciting, vibrant, wild, commercial, ad,reggaeton edm style with a tropical feel  great for working out or club, vacation scenes",0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
56740222,056740222.wav,simple & cheerful,"kso0102,simple   cheerful,2000s, advertisement, animated, background, beat, bells, bouncy, bright, cartoon, catchy, cheerful, children, christmas, commercial, corporate, electronic, energetic, fun, happy, holiday, instrumental, jingle, joyful, marketing, modern, music, piano, positive, quick, radio, simple, sweet, transition, up, xylophone, discovery, easy, electric piano, funny, peaceful, playful, proud, reflective, sincere, smooth, wholesome,this is a modern, happy, cheerful and simple background music instrumental  r n r nthis will be a perfect instrumental background music for any project needing a touch of cheer",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85576150,085576150.wav,jewish accordion,"kso0102,jewish accordion,jewish, tradition, folk, dance, style, yom, kippur, accordion, hanukkah, hanukka, religious, festive, jew, celebration, casual, everyday, traditional, arabian, harmonic, minor, bouncy, lively, melancholic, melancholy, bright, culture, step, hora, hompsa, synagogue, temple, star, david, manorah, manora, candles, candle, wedding, horah, bride, gladdening, mezinke, festival,a piece played on the accordion in traditional jewish folk dance style  perfect for a religious celebration, or a scene celebrating a jewish tradition",2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98575872,098575872.wav,it's more than magical loop a (only bells),"kca0700 kso0102,it s more than magical loop a  only bells,holidays, friendship, tender, innocent, winter, christmas, joy, magic, happine , children, beautiful, positive, playful, thoughtful, elevated, season, love, peace, white, snowing, peacefully, candle lights, romantic, christmas tree, gifts, packs, splendid, playing, snow, family, friends, town, neighbors, church, new born, spirit, angels, rudolf, santa, sleigh bells, fire place, chimney, bright clouds, uplifting, warm, heartwarming, heart melting, heavenly, loving,beautiful, warm, joyful, magical christmas song  full with positive, happy feelings  it is excellent for special holiday, winter theme events where joy, happine , magic, good mood, family, children, friends, community are key elements  instrumental, christmas, christmas acoustic",1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64036636,064036636.aiff,"nobody's business (wp) 04 alt3( dark,banjo plucking,banjo,rock,country,acoustic)","kso0102,nobody s busine   wp  04 alt3  dark banjo plucking banjo rock country acoustic,americana, attitude, back porch, backwoods, bad attitude, band, banjo, blues, bluesy, bright, claps, confident, country, country bar, cowboy, delta, farmer, folksy, frontier, fun, hard life, hick hop, hillbilly, hip hop, light, lively, mischievous, playful, positive, rock, roots, rootsy, rural, saloon, southern, southern hip hop, southwest, swagger, swampy, tension, tough, travel, upbeat, urban, washboard, western,exciting, driving country with a confident attitude  rocking banjo pluckin  and guitars  r n r nlonger and shorter versions available  r nto hear more versions search on   wp  tell no lies r n r ntempo is 108 bpm r n r nfor more music like this search on   wp  country rock western r n r nthanks for listening, and all the best for your project",6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
88244807,088244807.wav,sneaking around (comedy pizzicato plucks) - loop 1,"kso0102 kca0700 kso0104,sneaking around  comedy pizzicato plucks    loop 1,absurd,bouncy,bright,clarinet,comedy,fun,suspense,easy,confused,anxious,strings,flute,21st century,violin plucks,cello plucks,string plucks,plucks,funny,light,orchestra,pizzicato strings,playful,quirky,reality,reality show,ridiculous,silly,tongue in cheek,mischief,mischievous,comedic,childish,childrens,campy,humor,humorous,humour,joke,sneaky,sneaking,xylophone,stealth,stealthy,cartoon,cla ical,devious,clandestine,covert,secrecy,hiding,funny cartoon ish background music for any sneaky situation  easy to cut up and re arrange  r n r navailable with a huge variety of cuts, loops, stingers, etc  r n r nc minor, 134bpm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
61835326,061835326.wav,memories,",memories,media stings, tv, film, soundscape, cla ic cinema, cinema, cult film,media stings",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99762998,099762998.wav,call for help,"kso0103,call for help,piano, strings, dramatic, tension, reflection, reflective, organic, repetitive, repetition,dramatic track raising quickly in tension",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95240466,095240466.wav,hunnicot junction (60-secs version),"kso0102,hunnicot junction  60 secs version,early country, earthy, banjo song, swampy, fun, outback, outdoors, hiking, outdoorman, homey, homely, wholesome, saloon, cast iron, cook out, woodsy, hollow, swimming hole, river, friendly, sober, handshakes, soil, tilling, rejoice, train, small town, farmer, fields, woods, weeds, farming, on a whim, courtship, settlers, american dream, home, nostalgic, country store, general store, old country, old style, old fashioned, traditional, america, american, out west, way out west, acoustic, local,this banjo based track is down to earth and swampy  its blues and country influences give it an authentic range that can also touch into the comedic  the opened back banjo is supported by acoustic rhythm guitar, and resonator slide guitar  perfect for country  americana  dramas and comedies, plus travel and cooking shows   swampy   banjo   country",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
